一级行业代码,一级行业,二级行业代码,二级行业,三级行业代码,三级行业,股票代码,股票名称,龙头排名,质量分,规模地位分,盈利能力,成长稳定性,现金流质量,同行相对估值,财务稳健与波动,覆盖率,资格状态,生命周期,公式版本,首次进入,最近可见,低估池状态,估值标签,历史估值标签,买入档,现价,合理价值低,合理价值中,合理价值高,低估池as_of
881015.SH,化工,881051.SH,橡胶,881053.SH,炭黑,605183.SH,确成股份,1,73.8333,70.0,90.0,55.0,65.0,77.5,77.5,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881051.SH,橡胶,881053.SH,炭黑,002068.SZ,黑猫股份,2,8.5357,60.0,0.0,21.4286,0.0,6.25,22.5,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881051.SH,橡胶,881054.SH,橡胶制品,300320.SZ,海达股份,1,66.6659,79.7143,56.0,74.1071,78.8462,80.0,38.5641,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881051.SH,橡胶,881054.SH,橡胶制品,605008.SH,长鸿高科,2,31.372,74.2857,16.0,46.4286,41.3461,15.0,49.1282,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881056.SH,农药,600486.SH,扬农化工,1,65.2936,98.0645,66.7742,67.4078,69.8177,61.5007,58.0645,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881056.SH,农药,301035.SZ,润丰股份,2,58.4303,96.7742,70.0,48.9631,60.8134,46.9986,63.0646,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881057.SH,氮肥,000912.SZ,泸天化,1,69.3333,80.0,100.0,50.0,65.0,65.0,50.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881057.SH,氮肥,600227.SH,赤天化,2,25.2857,40.0,0.0,21.4286,60.0,25.0,30.0,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881058.SH,磷肥及磷化工,600096.SH,云天化,1,72.0357,100.0,88.75,41.25,71.4286,85.0,66.25,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881058.SH,磷肥及磷化工,600141.SH,兴发集团,2,45.5214,87.5,50.0,47.25,36.6071,62.0833,22.5,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881059.SH,钾肥,000792.SZ,盐湖股份,1,47.3333,100.0,56.6667,23.3333,50.0,50.0,56.6667,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881059.SH,钾肥,000408.SZ,藏格矿业,2,53.3333,46.6667,100.0,53.3334,23.3333,30.0,40.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881060.SH,复合肥,000902.SZ,新洋丰,1,67.7365,97.0,80.0,66.0,59.0159,69.0,57.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881055.SH,农用化工,881060.SH,复合肥,002539.SZ,云图控股,2,52.0341,87.0,51.0,61.25,61.5873,52.0,26.0,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881104.SH,非金属材料,881104.SH,非金属材料,688300.SH,联瑞新材,1,62.4414,90.625,94.7059,90.4167,59.875,24.6606,16.4706,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881015.SH,化工,881104.SH,非金属材料,881104.SH,非金属材料,603612.SH,索通发展,2,55.8333,88.2353,49.4118,81.25,31.25,85.8823,22.353,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881062.SH,冶钢原料,881063.SH,铁矿石,001203.SZ,大中矿业,1,39.5667,88.0,82.0,34.5,42.0,0.0,18.0,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T03:42:13.612837+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881062.SH,冶钢原料,881063.SH,铁矿石,000923.SZ,河钢资源,2,47.2333,78.0,38.0,31.5,56.0,62.0,54.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WAIT,16.52,20.82,25.14,62.52,2026-09-07
881061.SH,钢铁,881062.SH,冶钢原料,881064.SH,冶钢辅料,600295.SH,鄂尔多斯,1,78.6667,100.0,100.0,80.0,90.0,70.0,30.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881062.SH,冶钢原料,881064.SH,冶钢辅料,600516.SH,方大炭素,2,19.3333,0.0,0.0,20.0,0.0,30.0,70.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881065.SH,普钢,881066.SH,长材,002110.SZ,三钢闽光,1,86.5,100.0,100.0,55.0,87.5,100.0,85.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881065.SH,普钢,881066.SH,长材,000717.SZ,中南股份,2,46.5,50.0,50.0,50.0,45.0,37.5,50.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881065.SH,普钢,881067.SH,板材,600019.SH,宝钢股份,1,78.0361,100.0,81.875,69.0,69.5833,86.1806,84.375,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881065.SH,普钢,881067.SH,板材,000932.SZ,华菱钢铁,2,69.2083,84.375,85.0,59.375,51.0417,77.2917,67.5,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881065.SH,普钢,881068.SH,其他钢材,000778.SZ,新兴铸管,1,49.0,85.0,50.0,35.0,45.0,45.0,80.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881065.SH,普钢,881068.SH,其他钢材,601686.SH,友发集团,2,45.6667,65.0,40.0,45.0,35.0,85.0,15.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881069.SH,特钢,881069.SH,特钢,000708.SZ,中信特钢,1,70.3667,100.0,74.0,66.0,78.5,82.0,40.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881061.SH,钢铁,881069.SH,特钢,881069.SH,特钢,002318.SZ,久立特材,2,74.4524,74.0,96.0,87.5,77.0,44.4286,53.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881071.SH,工业金属,881072.SH,铜,601899.SH,紫金矿业,1,80.8451,98.2353,98.2353,78.0,77.7941,77.0588,60.5882,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881071.SH,工业金属,881072.SH,铜,600362.SH,江西铜业,2,56.5353,95.8823,52.3529,54.7059,46.3235,90.2745,32.353,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881071.SH,工业金属,881073.SH,铝,002379.SZ,宏桥控股,1,65.2319,98.8889,91.1111,59.2593,67.7778,43.9372,50.5555,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881071.SH,工业金属,881073.SH,铝,601600.SH,中国铝业,2,68.0127,97.4074,82.2222,47.5356,81.1111,70.6763,46.6667,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881071.SH,工业金属,881074.SH,铅锌,000426.SZ,兴业银锡,1,66.8734,85.0,83.3333,76.1905,74.6666,42.9545,44.1667,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881071.SH,工业金属,881074.SH,铅锌,600497.SH,驰宏锌锗,2,47.901,84.1667,37.5,42.9545,65.6667,44.7727,54.1667,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881075.SH,贵金属,881076.SH,黄金,600547.SH,山东黄金,1,43.3796,93.3333,36.6666,25.4167,81.1111,43.3333,27.2222,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881075.SH,贵金属,881076.SH,黄金,600489.SH,中金黄金,2,56.6111,88.8889,41.1111,56.9444,52.7778,93.3333,37.7778,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,25.07,25.65,33.11,65.01,2026-09-07
881070.SH,有色,881075.SH,贵金属,881077.SH,白银,002716.SZ,湖南白银,1,16.0,70.0,0.0,30.0,30.0,0.0,30.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881075.SH,贵金属,881077.SH,白银,000603.SZ,盛达资源,2,84.0,30.0,100.0,70.0,70.0,100.0,70.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881078.SH,能源金属,881079.SH,锂,002460.SZ,赣锋锂业,1,51.6444,100.0,43.3333,57.1111,62.2222,63.3333,26.6667,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881078.SH,能源金属,881079.SH,锂,002466.SZ,天齐锂业,2,64.254,82.2222,66.6667,52.381,75.5556,60.0,66.6667,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-21T03:14:25.343868+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,45.26,53.26,66.51,92.77,2026-09-07
881070.SH,有色,881078.SH,能源金属,881081.SH,钴,603799.SH,华友钴业,1,56.6667,100.0,70.0,66.6667,26.6666,90.0,10.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,WATCH,37.98,44.32,47.65,108.17,2026-09-07
881070.SH,有色,881078.SH,能源金属,881081.SH,钴,600711.SH,盛屯矿业,2,45.5556,66.6667,56.6667,30.0,76.6667,23.3333,33.3333,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881082.SH,稀有金属,881083.SH,稀土,600111.SH,北方稀土,1,62.4445,100.0,90.0,86.6667,16.6667,66.6667,33.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881082.SH,稀有金属,881083.SH,稀土,600392.SH,盛和资源,2,61.3333,53.3333,46.6667,63.3333,56.6666,100.0,36.6667,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881082.SH,稀有金属,881084.SH,钨钼,603993.SH,洛阳钼业,1,75.5143,100.0,82.8572,65.6667,76.6667,87.1429,56.4286,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,REMOVED,FAIR,NORMAL,WATCH,18.37,18.59,28.12,40.91,2026-09-07
881070.SH,有色,881082.SH,稀有金属,881084.SH,钨钼,600549.SH,厦门钨业,2,55.4976,73.5714,48.5714,54.3333,64.5833,65.7143,42.1428,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881082.SH,稀有金属,881085.SH,钛,688122.SH,西部超导,1,61.1667,94.0,82.0,82.0,30.5,60.0,36.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881082.SH,稀有金属,881085.SH,钛,600456.SH,宝钛股份,2,35.9667,72.0,28.0,32.0,12.5,74.0,36.0,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881082.SH,稀有金属,881086.SH,其他金属,001280.SZ,中国铀业,1,69.2956,92.5,81.6667,,70.8333,52.2222,67.8572,0.8,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881082.SH,稀有金属,881086.SH,其他金属,000960.SZ,锡业股份,2,60.7071,90.8333,62.5,40.2273,55.5303,80.5556,65.8333,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881087.SH,金属新材料,881088.SH,磁性材料,300748.SZ,金力永磁,1,54.1333,100.0,60.0,75.6154,41.8461,55.0,27.3077,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881087.SH,金属新材料,881088.SH,磁性材料,600366.SH,宁波韵升,2,44.5542,77.033,27.8572,39.9231,49.0385,87.1429,14.2857,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881087.SH,金属新材料,881089.SH,其他金属新材料,603124.SH,江南新材,1,32.3051,95.7143,53.125,,9.8214,41.899,10.0,0.8,eligible,NEW,value-leader-v3.0.0,2026-09-08T02:28:25.434433+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881070.SH,有色,881087.SH,金属新材料,881089.SH,其他金属新材料,601137.SH,博威合金,2,38.5095,91.0714,21.875,49.0476,25.0,62.5,40.25,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881091.SH,水泥,881092.SH,水泥制造,600585.SH,海螺水泥,1,65.1126,97.8571,64.2857,34.2857,78.1818,75.9524,77.1429,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,17.83,18.84,29.06,88.41,2026-09-07
881090.SH,建材,881091.SH,水泥,881092.SH,水泥制造,600801.SH,华新建材,2,71.4329,88.5714,89.2857,85.4762,70.2597,56.9047,38.2143,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881091.SH,水泥,881093.SH,水泥制品,003037.SZ,三和管桩,1,59.6333,72.0,74.0,61.0,22.5,80.0,54.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881091.SH,水泥,881093.SH,水泥制品,002302.SZ,西部建设,2,53.8286,70.0,34.0,57.1429,50.0,70.0,70.0,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881094.SH,玻璃玻纤,881095.SH,玻璃制造,601636.SH,旗滨集团,1,67.6667,94.2857,68.5714,69.2857,72.8572,85.7143,28.5714,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,ATTENTION,5.91,7.01,10.62,18.17,2026-09-07
881090.SH,建材,881094.SH,玻璃玻纤,881095.SH,玻璃制造,300395.SZ,菲利华,2,71.1428,74.2857,100.0,97.1429,62.8571,32.8571,44.2857,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881094.SH,玻璃玻纤,881096.SH,玻纤制造,600176.SH,中国巨石,1,67.3786,96.25,86.25,73.0,50.8571,63.75,51.4286,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881094.SH,玻璃玻纤,881096.SH,玻纤制造,002080.SZ,中材科技,2,58.1083,81.25,47.5,61.0,62.6071,60.625,64.4643,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881097.SH,装饰建材,881098.SH,陶瓷,003012.SZ,东鹏控股,1,82.8889,100.0,100.0,80.0,43.3333,100.0,86.6667,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,ATTENTION,4.71,19.47,29.85,30.58,2026-09-07
881090.SH,建材,881097.SH,装饰建材,881098.SH,陶瓷,002918.SZ,蒙娜丽莎,2,51.5556,53.3333,66.6667,40.0,53.3334,60.0,23.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,10.91,23.05,39.59,40.56,2026-09-07
881090.SH,建材,881097.SH,装饰建材,881099.SH,管材,002372.SZ,伟星新材,1,79.5333,94.0,100.0,73.0,74.0,60.0,86.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881097.SH,装饰建材,881099.SH,管材,002108.SZ,沧州明珠,2,36.8333,68.0,40.0,41.5,36.0,40.0,20.0,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881097.SH,装饰建材,881100.SH,耐火材料,002392.SZ,北京利尔,1,56.4524,100.0,47.5,92.8571,13.5714,77.5,52.5,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881097.SH,装饰建材,881100.SH,耐火材料,002225.SZ,濮耐股份,2,43.2738,76.4286,33.75,56.0714,54.4643,52.5,12.5,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881097.SH,装饰建材,881101.SH,防水材料,002271.SZ,东方雨虹,1,72.1667,100.0,65.0,65.0,85.0,77.5,70.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881097.SH,装饰建材,881101.SH,防水材料,300715.SZ,凯伦股份,2,48.8333,35.0,70.0,60.0,50.0,7.5,50.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-24T08:45:14.075828+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881097.SH,装饰建材,881102.SH,涂料,603737.SH,三棵树,1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881090.SH,建材,881097.SH,装饰建材,881103.SH,其他建材,000786.SZ,北新建材,1,84.4708,100.0,95.625,72.875,82.7083,93.4375,68.75,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,VERY_CHEAP,WATCH,16.3,21.76,90.31,143.44,2026-09-07
881090.SH,建材,881097.SH,装饰建材,881103.SH,其他建材,002043.SZ,兔 宝 宝,2,74.8,91.25,85.0,85.875,64.5833,78.125,48.125,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881105.SH,农林牧渔,881106.SH,种植业,881107.SH,粮食种植,600598.SH,北大荒,1,78.0,70.0,100.0,100.0,40.0,50.0,100.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881105.SH,农林牧渔,881106.SH,种植业,881107.SH,粮食种植,601952.SH,苏垦农发,2,22.0,30.0,0.0,0.0,60.0,50.0,0.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881105.SH,农林牧渔,881106.SH,种植业,881108.SH,食用菌,002772.SZ,众兴菌业,1,69.7778,100.0,90.0,76.6667,36.6667,100.0,23.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,11.96,14.39,21.65,37.65,2026-09-07
881105.SH,农林牧渔,881106.SH,种植业,881108.SH,食用菌,300511.SZ,雪榕生物,2,31.3333,56.6667,10.0,30.0,66.6667,13.3333,50.0,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881105.SH,农林牧渔,881106.SH,种植业,881109.SH,种子,000998.SZ,隆平高科,1,49.35,100.0,41.25,56.75,55.0,45.0,52.5,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-24T08:45:14.075828+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881105.SH,农林牧渔,881106.SH,种植业,881109.SH,种子,600313.SH,农发种业,2,45.2857,75.0,32.5,70.0,52.5,41.4286,28.75,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-09-07T04:39:45.299965+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881105.SH,农林牧渔,881106.SH,种植业,881110.SH,其他种植业,601118.SH,海南橡胶,1,56.4127,80.0,56.6667,80.9524,60.0,50.0,23.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,7.2,8.52,11.5,16.45,2026-09-07
881105.SH,农林牧渔,881106.SH,种植业,881110.SH,其他种植业,600108.SH,亚盛集团,2,68.0317,76.6667,90.0,52.3809,50.0,80.0,56.6667,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,VERY_EXPENSIVE,WAIT,4.8,12.62,14.66,20.96,2026-09-07
881105.SH,农林牧渔,881111.SH,养殖业,881112.SH,生猪养殖,002714.SZ,牧原股份,1,72.9333,100.0,97.0,61.0,68.0,75.0,47.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,43.91,45.15,52.68,78.12,2026-09-07
881105.SH,农林牧渔,881111.SH,养殖业,881112.SH,生猪养殖,300498.SZ,温氏股份,2,67.7667,90.0,75.0,57.0,56.5,90.0,53.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,ATTENTION,15.28,19.96,22.55,33.45,2026-09-07
881105.SH,农林牧渔,881111.SH,养殖业,881113.SH,肉鸡养殖,002299.SZ,圣农发展,1,67.7111,100.0,80.0,44.3333,70.3333,70.0,70.8333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,,,,,,,,,
881105.SH,农林牧渔,881111.SH,养殖业,881113.SH,肉鸡养殖,300761.SZ,立华股份,2,51.1333,83.3333,46.6667,72.3333,43.3333,30.0,71.6667,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,21.65,22.29,23.24,33.08,2026-09-07
