一级行业代码,一级行业,二级行业代码,二级行业,三级行业代码,三级行业,股票代码,股票名称,龙头排名,质量分,规模地位分,盈利能力,成长稳定性,现金流质量,同行相对估值,财务稳健与波动,覆盖率,资格状态,生命周期,公式版本,首次进入,最近可见,低估池状态,估值标签,历史估值标签,买入档,现价,合理价值低,合理价值中,合理价值高,低估池as_of
881211.SH,汽车,881227.SH,摩托车及其他,881229.SH,其他交通设备,603529.SH,爱玛科技,2,66.7381,91.1111,74.4445,52.5793,67.7778,93.3333,31.1111,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,ATTENTION,21.4,27.23,54.07,110.8,2026-09-07
881230.SH,医药医疗,881241.SH,医疗器械,881242.SH,家用器械,002223.SZ,鱼跃医疗,1,71.6,86.0,82.0,66.0,38.0,86.0,88.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,WATCH,25.55,29.22,45.17,114.22,2026-09-07
881230.SH,医药医疗,881241.SH,医疗器械,881246.SH,制药装备,300358.SZ,楚天科技,1,50.4,93.3333,40.0,52.0,53.3334,80.0,20.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-24T08:45:14.075828+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,8.39,18.48,24.11,24.92,2026-09-07
881230.SH,医药医疗,881247.SH,医疗服务,881248.SH,诊断服务,300244.SZ,迪安诊断,1,61.8667,78.0,62.0,48.0,82.0,80.6667,24.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,18.01,18.2,20.18,20.46,2026-09-07
881230.SH,医药医疗,881252.SH,医药商业,881253.SH,医药流通,601607.SH,上海医药,1,68.2387,100.0,66.6667,87.6225,54.0171,76.6667,50.9971,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-08-21T03:14:25.343868+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,WATCH,16.55,17.42,31.59,76.26,2026-09-07
881260.SH,电力设备,881261.SH,电机制造,881261.SH,电机制造,002249.SZ,大洋电机,2,72.1254,92.9846,72.6923,65.7,76.8194,97.2461,35.9077,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,ATTENTION,6.71,8.73,14.89,36.63,2026-09-07
881260.SH,电力设备,881262.SH,电池,881265.SH,锂电设备,300457.SZ,赢合科技,2,66.4808,91.6667,59.1667,83.75,52.6818,78.75,57.5,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,21.56,28.04,38.2,87.98,2026-09-07
881260.SH,电力设备,881262.SH,电池,881267.SH,其他电池,688819.SH,天能股份,1,60.619,95.0,36.25,50.7143,84.2857,86.7857,49.4643,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,WATCH,21.32,32.45,63.62,108.49,2026-09-07
881260.SH,电力设备,881268.SH,电网设备,881269.SH,电工仪器,300360.SZ,炬华科技,2,79.995,76.6667,91.6667,68.0303,67.2222,93.0556,74.1667,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,HIGH_ATTENTION,11.39,17.17,27.83,64.84,2026-09-07
881260.SH,电力设备,881268.SH,电网设备,881272.SH,配电设备,601877.SH,正泰电器,1,73.1919,100.0,71.2,57.2675,90.8949,95.2,41.4957,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,HIGH_ATTENTION,25.76,43.5,76.84,147.35,2026-09-07
881260.SH,电力设备,881275.SH,光伏设备,881277.SH,光伏硅片,603185.SH,弘元绿能,2,74.3333,66.6667,100.0,55.0,36.6667,100.0,70.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,15.16,23.85,31.9,33.72,2026-09-07
881260.SH,电力设备,881275.SH,光伏设备,881278.SH,光伏电池组件,688472.SH,阿特斯,2,72.3136,85.7895,84.7368,,90.1316,62.1053,36.0526,0.8,eligible,REENTERED,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,ATTENTION,8.68,9.9,19.47,28.44,2026-09-07
881260.SH,电力设备,881275.SH,光伏设备,881280.SH,光伏辅材,601865.SH,福莱特,2,75.8972,95.0,85.9091,74.0241,89.5454,72.3232,43.5714,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,ATTENTION,9.98,11.66,19.03,35.0,2026-09-07
881260.SH,电力设备,881285.SH,其他发电设备,881285.SH,其他发电设备,600875.SH,东方电气,2,53.1482,96.8182,43.6363,78.9058,20.4546,94.606,20.3896,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,24.99,34.47,62.2,164.7,2026-09-07
881286.SH,国防军工,881290.SH,航海装备,881290.SH,航海装备,600150.SH,中国船舶,1,62.2762,100.0,58.0,72.7143,55.0,97.0,14.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,VERY_CHEAP,ATTENTION,38.38,47.02,70.41,131.23,2026-09-07
881292.SH,机械设备,881293.SH,轨交设备,881293.SH,轨交设备,601766.SH,中国中车,1,64.1842,100.0,46.4516,73.8913,56.4919,93.7635,52.258,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,WATCH,6.22,9.16,14.01,29.84,2026-09-07
881292.SH,机械设备,881294.SH,通用设备,881301.SH,磨具磨料,300861.SZ,美畅股份,1,63.4667,88.0,70.0,32.0,48.0,94.0,75.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,16.22,21.5,47.58,72.79,2026-09-07
881292.SH,机械设备,881294.SH,通用设备,881302.SH,其他通用设备,002444.SZ,巨星科技,1,78.7962,99.5,85.0,76.3088,59.4844,94.0438,76.2162,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,WATCH,29.3,38.47,70.63,161.42,2026-09-07
881292.SH,机械设备,881303.SH,专用设备,881304.SH,能源及重型设备,601717.SH,中创智领,1,71.9613,98.913,76.087,74.1144,42.5764,99.3478,63.4782,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,ATTENTION,14.33,22.3,51.32,141.23,2026-09-07
881292.SH,机械设备,881303.SH,专用设备,881305.SH,印刷包装机械,002611.SZ,东方精工,1,62.9875,100.0,65.3846,51.2967,58.0,86.1539,48.4615,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,WATCH,14.82,17.09,41.48,128.52,2026-09-07
881292.SH,机械设备,881303.SH,专用设备,881307.SH,农用机械,601038.SH,一拖股份,1,66.9,100.0,61.25,44.5,81.25,96.25,46.25,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,14.82,22.27,53.59,117.86,2026-09-07
881292.SH,机械设备,881303.SH,专用设备,881308.SH,楼宇设备,600894.SH,广日股份,2,65.6894,87.2727,59.0909,62.3864,53.3333,100.0,50.9091,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,ATTENTION,7.44,16.89,32.26,52.47,2026-09-07
881292.SH,机械设备,881313.SH,自动化设备,881316.SH,激光设备,002008.SZ,大族激光,2,65.7394,93.6364,76.3637,35.3636,75.7576,82.4242,50.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,EXPENSIVE,WAIT,93.77,105.85,162.55,262.74,2026-09-07
881318.SH,电子,881329.SH,光学光电,881330.SH,面板,000725.SZ,京东方Ａ,1,67.3174,100.0,60.4167,61.5325,74.8864,90.6731,43.4091,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,EXPENSIVE,WAIT,5.68,6.63,11.55,21.78,2026-09-07
881318.SH,电子,881329.SH,光学光电,881332.SH,LED,603515.SH,欧普照明,2,79.6803,87.875,98.75,59.5931,60.1,95.125,77.875,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,WATCH,15.58,17.57,42.03,125.06,2026-09-07
881337.SH,通信,881338.SH,通信设备,881339.SH,光纤光缆,600522.SH,中天科技,2,60.7667,89.0,53.0,37.8333,57.0,97.0,62.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-21T03:14:25.343868+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,32.72,49.11,94.21,157.6,2026-09-07
881337.SH,通信,881338.SH,通信设备,881341.SH,系统设备,000063.SZ,中兴通讯,1,59.0,100.0,77.5,45.0,30.0,100.0,25.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,ATTENTION,33.28,59.87,88.77,277.47,2026-09-07
881337.SH,通信,881347.SH,通信工程,881349.SH,网络工程施工,002929.SZ,润建股份,1,50.4,88.0,40.0,74.0,48.0,42.0,52.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,EXPENSIVE,WAIT,51.95,58.17,100.01,138.77,2026-09-07
881337.SH,通信,881347.SH,通信工程,881350.SH,网络优化运维,300310.SZ,宜通世纪,1,56.1333,78.0,68.0,36.0,73.0,45.0,54.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,4.45,11.84,18.44,28.99,2026-09-07
881351.SH,计算机,881359.SH,云服务,881361.SH,云平台服务,300170.SZ,汉得信息,1,70.8889,86.6667,80.0,70.0,80.0,60.0,56.6667,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,ATTENTION,16.47,27.4,40.1,42.0,2026-09-07
881351.SH,计算机,881359.SH,云服务,881363.SH,其他云服务,000034.SZ,神州数码,1,51.4286,100.0,51.4286,68.5715,14.2857,91.4286,21.4286,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,ATTENTION,23.65,26.21,44.0,49.74,2026-09-07
881368.SH,传媒,881373.SH,影视院线,881374.SH,影视制作,300133.SZ,华策影视,2,64.7333,90.0,74.0,31.0,65.0,91.0,57.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,EXPENSIVE,ATTENTION,7.7,13.6,18.19,24.68,2026-09-07
881368.SH,传媒,881376.SH,数字媒体,881378.SH,文字图片媒体,603888.SH,新华网,1,76.5333,86.0,82.0,88.0,56.6667,94.0,52.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,WATCH,16.75,17.66,29.73,47.78,2026-09-07
881368.SH,传媒,881380.SH,出版业,881382.SH,大众出版,601921.SH,XD浙版传,1,66.1,98.125,76.875,56.125,37.5,85.4167,73.4375,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,7.59,7.84,13.54,28.22,2026-09-07
881368.SH,传媒,881380.SH,出版业,881382.SH,大众出版,000719.SZ,中原传媒,2,82.025,95.625,96.25,89.5,79.1667,92.5,30.9375,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,ATTENTION,12.32,14.9,27.76,65.74,2026-09-07
881368.SH,传媒,881384.SH,广播电视,881384.SH,广播电视,000156.SZ,华数传媒,2,70.7143,88.3333,72.5,80.0,61.9444,76.0714,58.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,7.09,8.57,15.53,33.74,2026-09-07
881393.SH,非银金融,881394.SH,证券,881394.SH,证券,601211.SH,国泰海通,2,73.1956,98.9796,84.2566,76.0738,70.147,90.6123,25.2041,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,ATTENTION,17.48,18.42,21.43,29.32,2026-09-07
881393.SH,非银金融,881395.SH,保险,881395.SH,保险,601318.SH,中国平安,2,45.881,82.5,21.4286,37.5,70.0,60.0,50.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,56.36,58.97,74.08,90.5,2026-09-07
881393.SH,非银金融,881396.SH,多元金融,881404.SH,其他金融服务,300773.SZ,拉卡拉,1,59.2083,100.0,60.0,47.5,59.375,79.1667,45.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,ATTENTION,16.18,22.38,60.6,96.68,2026-09-07
881393.SH,非银金融,881396.SH,多元金融,881404.SH,其他金融服务,000567.SZ,海德股份,2,81.0,60.0,70.0,100.0,68.75,81.25,92.5,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,VERY_CHEAP,ATTENTION,6.69,18.98,46.81,74.69,2026-09-07
881405.SH,建筑,881406.SH,房屋建设,881406.SH,房屋建设,601668.SH,中国建筑,1,83.0,100.0,85.0,95.0,48.3333,100.0,87.5,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,4.35,6.17,18.43,78.05,2026-09-07
881405.SH,建筑,881407.SH,基础建设,881408.SH,基建工程,601390.SH,中国中铁,1,58.93,98.4,47.6,52.0667,58.1833,85.5333,53.1,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,HIGH_ATTENTION,4.35,7.65,11.35,20.96,2026-09-07
881405.SH,建筑,881407.SH,基础建设,881408.SH,基建工程,601186.SH,中国铁建,2,52.9111,92.8,38.8,50.45,29.25,93.1556,59.95,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,HIGH_ATTENTION,6.07,11.74,17.31,32.17,2026-09-07
881405.SH,建筑,881410.SH,专业工程,881411.SH,化学工程,601117.SH,中国化学,1,53.0,100.0,20.0,67.5,50.8333,100.0,30.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,VERY_CHEAP,HIGH_ATTENTION,7.32,14.97,28.46,46.15,2026-09-07
881405.SH,建筑,881410.SH,专业工程,881413.SH,国际工程,600970.SH,中材国际,1,78.4444,100.0,100.0,100.0,30.0,100.0,43.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,ATTENTION,7.75,8.06,14.09,34.02,2026-09-07
881405.SH,建筑,881416.SH,装修装饰,881416.SH,装修装饰,601886.SH,江河集团,1,75.1558,100.0,75.8824,79.3855,80.1471,90.7563,36.4706,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,EXPENSIVE,WATCH,13.75,21.55,37.31,57.71,2026-09-07
881417.SH,房地产,881422.SH,房产服务,881423.SH,物业管理,001914.SZ,招商积余,1,64.2667,100.0,14.0,66.0,94.0,100.0,64.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,WATCH,9.07,18.63,32.07,51.96,2026-09-07
881426.SH,社会服务,881429.SH,酒店餐饮,881430.SH,酒店,600754.SH,锦江酒店,1,58.1667,100.0,75.0,62.5,45.0,71.6667,17.5,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,VERY_CHEAP,WATCH,19.74,25.42,45.09,98.23,2026-09-07
881426.SH,社会服务,881429.SH,酒店餐饮,881430.SH,酒店,600258.SH,首旅酒店,2,77.5,75.0,100.0,50.0,74.1667,100.0,45.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,VERY_CHEAP,HIGH_ATTENTION,12.05,18.16,31.94,71.29,2026-09-07
881426.SH,社会服务,881429.SH,酒店餐饮,881431.SH,餐饮,605108.SH,同庆楼,1,81.3333,80.0,100.0,85.0,75.0,100.0,20.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,13.55,192.47,349.14,381.92,2026-09-07
881426.SH,社会服务,881432.SH,旅游,881433.SH,旅游景区,600054.SH,黄山旅游,2,59.2589,88.6667,50.6667,58.2313,60.5714,69.3333,60.9047,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,ATTENTION,11.7,12.81,18.06,46.34,2026-09-07
881426.SH,社会服务,881432.SH,旅游,881434.SH,旅游服务,601888.SH,中国中免,1,60.1945,100.0,56.6667,45.0,60.4167,80.0,60.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,HIGH_ATTENTION,54.83,88.66,176.12,247.82,2026-09-07
881426.SH,社会服务,881436.SH,专业服务,881438.SH,检测服务,002967.SZ,广电计量,2,66.8405,93.5065,65.0,69.1942,64.1429,83.4091,46.1842,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,CHEAP,ATTENTION,17.49,17.57,26.17,35.6,2026-09-07
881426.SH,社会服务,881436.SH,专业服务,881440.SH,其他专业服务,603373.SH,安邦护卫,2,89.0,86.0,82.0,,100.0,88.0,88.0,0.8,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,EXPENSIVE,WAIT,40.53,54.97,69.08,87.66,2026-09-07
881441.SH,交通运输,881449.SH,航运港口,881450.SH,港口,601018.SH,宁波港,2,66.1778,91.3333,54.0,74.0,71.3333,70.0,65.3333,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-08-24T08:45:14.075828+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,VERY_CHEAP,WATCH,3.46,3.63,5.09,8.6,2026-09-07
881441.SH,交通运输,881452.SH,物流,881453.SH,供应链服务,600704.SH,物产中大,1,62.9058,98.6363,57.2727,84.4156,25.5682,97.2727,46.3636,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,WATCH,4.95,8.46,17.81,26.24,2026-09-07
881441.SH,交通运输,881452.SH,物流,881455.SH,跨境物流,601598.SH,中国外运,1,49.3439,95.5556,31.1111,71.9048,25.8333,91.6667,23.75,1.0,eligible,REENTERED,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,EXPENSIVE,WAIT,6.56,8.02,9.59,13.11,2026-09-07
881441.SH,交通运输,881452.SH,物流,881456.SH,仓储物流,600787.SH,中储股份,2,55.5333,86.0,50.0,49.0,54.0,60.0,72.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,4.59,10.29,11.61,14.23,2026-09-07
881458.SH,公用事业,881459.SH,电力,881462.SH,热力服务,600167.SH,联美控股,1,62.9936,93.3333,66.6667,39.5238,67.0,89.3333,45.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,WATCH,5.86,9.02,12.61,25.35,2026-09-07
881458.SH,公用事业,881459.SH,电力,881464.SH,光伏发电,000591.SZ,太阳能,1,74.0635,100.0,76.6667,68.8889,70.3175,93.3333,53.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-21T03:14:25.343868+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,NORMAL,WATCH,4.31,5.83,8.4,15.12,2026-09-07
881469.SH,环保,881471.SH,环境治理,881472.SH,大气治理,600133.SH,东湖高新,1,55.4722,93.3333,71.6667,25.0,22.9167,95.0,58.3333,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,NORMAL,ATTENTION,8.34,15.94,20.78,38.27,2026-09-07
881469.SH,环保,881471.SH,环境治理,881473.SH,水治理,000544.SZ,中原环保,1,73.3676,94.8572,91.7143,83.9107,24.2857,98.2605,57.1429,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,DEEPLY_UNDERVALUED,CHEAP,HIGH_ATTENTION,7.36,11.43,29.41,133.82,2026-09-07
881469.SH,环保,881471.SH,环境治理,881473.SH,水治理,600874.SH,创业环保,2,81.95,94.2857,82.0,78.1964,84.1558,93.6835,66.5714,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,VERY_CHEAP,ATTENTION,5.62,7.99,20.01,75.98,2026-09-07
881469.SH,环保,881476.SH,环境监测,881476.SH,环境监测,002658.SZ,雪迪龙,1,75.3333,82.5,82.5,70.0,95.0,65.0,55.0,1.0,eligible,ACTIVE,value-leader-v3.0.0,2026-08-19T04:45:57.909320+00:00,2026-09-08T02:28:25.434433+00:00,ACTIVE,UNDERVALUED,EXPENSIVE,WATCH,7.67,8.01,12.41,16.14,2026-09-07
